registro_id,lote_id,finca_id,fecha_registro,tecnico_id,vecino_fumigo_reciente,dias_desde_fumigacion_vecina,despulpadora_compartida,sacos_reutilizados,secado_patio_compartido,transporte_compartido,herramientas_compartidas_flag,lavado_equipo_flag,capacitacion_bpa_flag,lat_gps,lon_gps,origen_captura,practicas_riesgo_conteo,equipo_compartido_sin_lavar,fumigacion_declarada,fumigacion_desconocida
RC0003214,L003214,F0008,2026-08-09,TEC07,No_se_sabe,-1,0,0,1,1,1,1,0,-6.279965,-77.90399,formulario_campo,2,0,0,1
RC0003215,L003215,F0068,2026-06-12,TEC05,Si,18,1,0,0,1,1,1,1,-6.153186,-77.879946,dashboard_acopio,2,0,1,0
RC0003216,L003216,F0078,2025-05-18,TEC07,No,-1,0,0,0,0,0,1,1,-6.261375,-77.818807,dashboard_acopio,0,0,0,0
RC0003217,L003217,F0040,2026-06-21,TEC03,Si,29,0,0,0,0,0,1,1,-6.173904,-77.90884,cola_kafka,0,0,1,0
RC0003218,L003218,F0072,2025-07-19,TEC10,No,-1,1,0,0,0,1,1,1,-6.082795,-77.827699,formulario_campo,1,0,0,0
RC0003219,L003219,F0099,2025-07-24,TEC06,No,-1,1,0,0,0,1,1,1,-6.175509,-77.805748,cola_kafka,1,0,0,0
RC0003220,L003220,F0068,2026-07-22,TEC11,Si,34,1,1,0,1,1,1,0,-6.15357,-77.880305,dashboard_acopio,3,0,1,0
RC0003221,L003221,F0118,2025-08-14,TEC04,No,-1,1,1,0,1,1,0,0,-6.277048,-77.833503,formulario_campo,3,1,0,0
RC0003222,L003222,F0003,2026-05-25,TEC11,Si,16,1,0,0,0,1,1,1,-6.21412,-77.820674,formulario_campo,1,0,1,0
RC0003223,L003223,F0031,2025-06-26,TEC03,No,-1,1,0,1,0,1,1,1,-6.246664,-77.930029,dashboard_acopio,2,0,0,0
RC0003224,L003224,F0119,2025-06-18,TEC08,No,-1,0,0,1,0,1,0,0,-6.220314,-77.901228,cola_kafka,1,0,0,0
RC0003225,L003225,F0047,2025-01-25,TEC02,Si,41,1,0,0,0,1,1,1,-6.189266,-77.797844,dashboard_acopio,1,0,1,0
RC0003226,L003226,F0063,2025-09-21,TEC06,No_se_sabe,-1,0,0,0,0,0,1,1,-6.243166,-77.958135,formulario_campo,0,0,0,1
RC0003227,L003227,F0001,2025-05-04,TEC01,No,-1,0,0,0,0,0,0,0,-6.237388,-77.781527,dashboard_acopio,0,0,0,0
RC0003228,L003228,F0106,2025-07-12,TEC04,No,-1,1,1,1,1,1,1,0,-6.252949,-77.840083,formulario_campo,4,0,0,0
RC0003229,L003229,F0069,2026-04-21,TEC05,Si,4,0,0,0,0,0,1,1,-6.318009,-77.83444,formulario_campo,0,0,1,0
RC0003230,L003230,F0016,2025-09-26,TEC12,No,-1,1,0,0,0,1,1,0,-6.24398,-77.876101,formulario_campo,1,0,0,0
RC0003231,L003231,F0010,2026-05-30,TEC05,Si,29,1,1,1,1,1,0,0,-6.259239,-77.875097,formulario_campo,4,1,1,0
RC0003232,L003232,F0044,2026-05-17,TEC03,Si,11,0,1,0,1,1,0,0,-6.316425,-77.889928,cola_kafka,2,0,1,0
RC0003233,L003233,F0099,2026-08-21,TEC01,Si,6,1,0,1,1,1,0,0,-6.176061,-77.80649,formulario_campo,3,1,1,0
RC0003234,L003234,F0064,2025-07-27,TEC11,No_se_sabe,-1,1,0,0,0,1,1,1,-6.272482,-77.803483,formulario_campo,1,0,0,1
RC0003235,L003235,F0009,2025-06-05,TEC12,Si,31,0,0,0,0,0,1,1,-6.273037,-77.825739,formulario_campo,0,0,1,0
RC0003236,L003236,F0014,2026-08-28,TEC11,No_se_sabe,-1,1,1,1,1,1,0,0,-6.252776,-77.799264,formulario_campo,4,1,0,1
RC0003237,L003237,F0068,2025-07-25,TEC08,Si,18,1,1,0,0,1,1,1,-6.152401,-77.879991,dashboard_acopio,2,0,1,0
RC0003238,L003238,F0025,2025-11-04,TEC05,No,-1,0,0,1,1,1,1,1,-6.231414,-77.955373,cola_kafka,2,0,0,0
RC0003239,L003239,F0010,2025-04-24,TEC08,Si,40,0,1,0,0,1,1,0,-6.260239,-77.876553,dashboard_acopio,1,0,1,0
RC0003240,L003240,F0116,2025-06-19,TEC07,Si,22,1,1,0,0,1,1,0,-6.225742,-77.847346,formulario_campo,2,0,1,0
RC0003241,L003241,F0025,2025-05-27,TEC03,Si,38,0,0,0,0,0,0,1,-6.232533,-77.956916,formulario_campo,0,0,1,0
RC0003242,L003242,F0025,2026-08-20,TEC09,No,-1,1,1,1,1,1,1,1,-6.231742,-77.955997,formulario_campo,4,0,0,0
RC0003243,L003243,F0010,2025-05-24,TEC08,No_se_sabe,-1,0,0,0,0,0,1,0,-6.259188,-77.876746,formulario_campo,0,0,0,1
RC0003244,L003244,F0024,2025-05-19,TEC12,No_se_sabe,-1,0,0,0,0,0,0,0,-6.335678,-77.803149,cola_kafka,0,0,0,1
RC0003245,L003245,F0080,2026-06-16,TEC05,No_se_sabe,-1,1,0,1,1,1,0,0,-6.267879,-77.912087,formulario_campo,3,1,0,1
RC0003246,L003246,F0006,2025-06-13,TEC06,No,-1,0,1,0,0,1,1,0,-6.232213,-77.79068,cola_kafka,1,0,0,0
RC0003247,L003247,F0012,2025-07-08,TEC03,Si,9,1,1,0,0,1,0,0,-6.228357,-77.898432,formulario_campo,2,1,1,0
RC0003248,L003248,F0101,2025-06-04,TEC01,No,-1,1,0,0,1,1,0,1,-6.335609,-77.859564,dashboard_acopio,2,1,0,0
RC0003249,L003249,F0088,2025-08-04,TEC06,No_se_sabe,-1,0,0,0,0,0,1,0,-6.277265,-77.843545,formulario_campo,0,0,0,1
RC0003250,L003250,F0105,2026-04-06,TEC12,No,-1,0,0,0,0,0,1,1,-6.23691,-77.880318,dashboard_acopio,0,0,0,0
RC0003251,L003251,F0060,2025-08-20,TEC02,No_se_sabe,-1,1,0,0,0,1,1,1,-6.299564,-77.82989,cola_kafka,1,0,0,1
RC0003252,L003252,F0019,2026-04-04,TEC09,No,-1,1,0,1,0,1,1,1,-6.228299,-77.859574,dashboard_acopio,2,0,0,0
RC0003253,L003253,F0105,2025-02-25,TEC06,No,-1,0,1,0,1,1,0,1,-6.235864,-77.879667,formulario_campo,2,0,0,0
RC0003254,L003254,F0025,2025-05-01,TEC05,No_se_sabe,-1,0,0,0,0,0,1,0,-6.231869,-77.955745,formulario_campo,0,0,0,1
RC0003255,L003255,F0045,2025-07-01,TEC05,Si,1,1,0,1,1,1,0,0,-6.250114,-77.829282,cola_kafka,3,1,1,0
RC0003256,L003256,F0013,2025-06-24,TEC09,Si,36,1,0,0,1,1,0,0,-6.148335,-77.807877,formulario_campo,2,1,1,0
RC0003257,L003257,F0095,2025-06-04,TEC02,Si,16,1,0,0,1,1,1,1,-6.278745,-77.860507,formulario_campo,2,0,1,0
RC0003258,L003258,F0029,2025-07-01,TEC12,No,-1,1,0,0,1,1,1,0,-6.194526,-77.843412,formulario_campo,2,0,0,0
RC0003259,L003259,F0084,2026-08-13,TEC01,No_se_sabe,-1,0,0,0,0,0,1,1,-6.171822,-77.857799,cola_kafka,0,0,0,1
RC0003260,L003260,F0090,2026-08-14,TEC10,No,-1,0,1,0,0,1,1,1,-6.198851,-77.818117,dashboard_acopio,1,0,0,0
RC0003261,L003261,F0067,2025-08-30,TEC03,No,-1,1,0,1,0,1,0,0,-6.266891,-77.767875,formulario_campo,2,1,0,0
RC0003262,L003262,F0060,2025-09-16,TEC10,Si,18,0,1,0,0,1,1,0,-6.299696,-77.829156,formulario_campo,1,0,1,0
RC0003263,L003263,F0106,2026-02-10,TEC02,No_se_sabe,-1,0,0,0,1,1,1,1,-6.253187,-77.838409,formulario_campo,1,0,0,1
RC0003264,L003264,F0113,2026-06-23,TEC08,No_se_sabe,-1,0,0,1,0,1,0,0,-6.209358,-77.889235,formulario_campo,1,0,0,1
RC0003265,L003265,F0029,2025-11-04,TEC05,Si,16,1,1,1,1,1,1,0,-6.1933,-77.843632,formulario_campo,4,0,1,0
RC0003266,L003266,F0055,2025-05-24,TEC08,No_se_sabe,-1,1,1,1,0,1,0,0,-6.242629,-77.880272,cola_kafka,3,1,0,1
RC0003267,L003267,F0108,2025-09-10,TEC07,No_se_sabe,-1,0,1,0,1,1,1,0,-6.216477,-77.818341,dashboard_acopio,2,0,0,1
RC0003268,L003268,F0076,2026-05-06,TEC06,No,-1,0,0,0,0,0,1,1,-6.313482,-77.909037,cola_kafka,0,0,0,0
RC0003269,L003269,F0080,2025-08-28,TEC04,No_se_sabe,-1,0,0,0,0,0,1,1,-6.26816,-77.911116,dashboard_acopio,0,0,0,1
RC0003270,L003270,F0040,2025-06-07,TEC09,Si,19,1,0,0,1,1,1,1,-6.174165,-77.909319,formulario_campo,2,0,1,0
RC0003271,L003271,F0019,2025-06-09,TEC05,No_se_sabe,-1,0,0,1,0,1,1,0,-6.227104,-77.859791,cola_kafka,1,0,0,1
RC0003272,L003272,F0010,2025-09-03,TEC10,No_se_sabe,-1,0,0,0,0,0,1,1,-6.259835,-77.875939,formulario_campo,0,0,0,1
RC0003273,L003273,F0099,2026-05-31,TEC05,No,-1,1,0,0,1,1,1,1,-6.175374,-77.805504,cola_kafka,2,0,0,0
RC0003274,L003274,F0081,2025-04-04,TEC08,No_se_sabe,-1,0,0,0,0,0,1,1,-6.149064,-77.940268,formulario_campo,0,0,0,1
RC0003275,L003275,F0056,2026-08-01,TEC05,Si,40,0,0,0,0,0,0,0,-6.20733,-77.901514,cola_kafka,0,0,1,0
RC0003276,L003276,F0008,2025-07-26,TEC02,No,-1,1,1,0,0,1,0,0,-6.279842,-77.903416,dashboard_acopio,2,1,0,0
RC0003277,L003277,F0090,2026-08-13,TEC12,Si,30,0,0,1,0,1,1,1,-6.198121,-77.818246,cola_kafka,1,0,1,0
RC0003278,L003278,F0072,2025-10-27,TEC03,No_se_sabe,-1,1,0,1,0,1,0,0,-6.083483,-77.828444,formulario_campo,2,1,0,1
RC0003279,L003279,F0086,2025-04-12,TEC03,Si,10,1,1,1,0,1,0,0,-6.217455,-77.925872,formulario_campo,3,1,1,0
RC0003280,L003280,F0068,2026-04-26,TEC05,No_se_sabe,-1,0,0,1,0,1,1,1,-6.153547,-77.879721,cola_kafka,1,0,0,1
RC0003281,L003281,F0029,2025-06-07,TEC07,No_se_sabe,-1,0,1,1,0,1,1,1,-6.193939,-77.843762,cola_kafka,2,0,0,1
RC0003282,L003282,F0004,2026-06-06,TEC03,No,-1,1,0,1,1,1,1,0,-6.261133,-77.964429,formulario_campo,3,0,0,0
RC0003283,L003283,F0102,2025-09-30,TEC02,No_se_sabe,-1,0,1,1,1,1,1,1,-6.276704,-77.942169,formulario_campo,3,0,0,1
RC0003284,L003284,F0094,2025-08-01,TEC02,Si,37,0,0,0,0,0,1,1,-6.268748,-77.940916,dashboard_acopio,0,0,1,0
RC0003285,L003285,F0012,2025-08-22,TEC05,No_se_sabe,-1,0,1,1,1,1,1,0,-6.229573,-77.8989,formulario_campo,3,0,0,1
RC0003286,L003286,F0107,2025-08-20,TEC03,No_se_sabe,-1,1,1,0,0,1,1,1,-6.227114,-77.903437,cola_kafka,2,0,0,1
RC0003287,L003287,F0003,2025-10-14,TEC01,Si,3,1,1,1,0,1,0,0,-6.214784,-77.819543,formulario_campo,3,1,1,0
RC0003288,L003288,F0043,2025-07-18,TEC04,Si,16,0,0,0,1,1,1,1,-6.173124,-77.94489,cola_kafka,1,0,1,0
RC0003289,L003289,F0017,2026-06-06,TEC05,Si,42,0,0,1,0,1,1,0,-6.271588,-77.855832,formulario_campo,1,0,1,0
RC0003290,L003290,F0067,2026-01-08,TEC01,No,-1,0,0,0,0,0,0,0,-6.268115,-77.767304,formulario_campo,0,0,0,0
RC0003291,L003291,F0105,2026-05-31,TEC09,No_se_sabe,-1,0,0,1,1,1,1,1,-6.237107,-77.880354,cola_kafka,2,0,0,1
RC0003292,L003292,F0082,2026-04-04,TEC08,No,-1,1,1,0,1,1,0,0,-6.195669,-77.869067,cola_kafka,3,1,0,0
RC0003293,L003293,F0099,2025-03-24,TEC09,Si,25,0,0,0,1,1,0,1,-6.175314,-77.806212,formulario_campo,1,0,1,0
RC0003294,L003294,F0059,2026-06-29,TEC10,Si,16,0,0,0,0,0,1,1,-6.249156,-77.974001,formulario_campo,0,0,1,0
RC0003295,L003295,F0072,2026-04-17,TEC05,No,-1,1,0,0,0,1,1,0,-6.083115,-77.827983,dashboard_acopio,1,0,0,0
RC0003296,L003296,F0073,2025-08-12,TEC12,Si,20,0,0,0,0,0,1,1,-6.195717,-77.917805,cola_kafka,0,0,1,0
RC0003297,L003297,F0046,2026-04-19,TEC04,Si,32,1,0,1,0,1,0,0,-6.280547,-77.880727,formulario_campo,2,1,1,0
RC0003298,L003298,F0039,2025-07-08,TEC09,Si,33,0,0,0,0,0,1,1,-6.219658,-77.783186,cola_kafka,0,0,1,0
RC0003299,L003299,F0021,2026-07-26,TEC01,Si,22,0,0,0,1,1,1,1,-6.289215,-77.863107,cola_kafka,1,0,1,0
RC0003300,L003300,F0010,2026-04-11,TEC06,No,-1,1,1,0,0,1,0,0,-6.258837,-77.876583,formulario_campo,2,1,0,0
RC0003301,L003301,F0017,2026-05-05,TEC08,No,-1,1,0,1,1,1,1,1,-6.271199,-77.856809,cola_kafka,3,0,0,0
RC0003302,L003302,F0120,2025-04-27,TEC12,No,-1,0,0,1,1,1,1,1,-6.220067,-77.875732,formulario_campo,2,0,0,0
RC0003303,L003303,F0018,2025-09-29,TEC08,No_se_sabe,-1,1,0,0,0,1,1,1,-6.224134,-77.901796,formulario_campo,1,0,0,1
RC0003304,L003304,F0107,2026-01-26,TEC08,No_se_sabe,-1,1,0,0,0,1,1,1,-6.22745,-77.903461,formulario_campo,1,0,0,1
RC0003305,L003305,F0061,2025-05-29,TEC12,No,-1,1,1,0,1,1,1,0,-6.24276,-77.862019,formulario_campo,3,0,0,0
RC0003306,L003306,F0031,2025-05-24,TEC01,No,-1,1,0,1,1,1,0,1,-6.245788,-77.930875,cola_kafka,3,1,0,0
RC0003307,L003307,F0034,2025-10-29,TEC04,No,-1,1,0,1,0,1,0,0,-6.210861,-77.885177,formulario_campo,2,1,0,0
RC0003308,L003308,F0040,2025-09-18,TEC12,Si,3,0,1,1,0,1,1,0,-6.173658,-77.908129,cola_kafka,2,0,1,0
RC0003309,L003309,F0073,2026-05-24,TEC11,Si,12,0,1,1,1,1,1,1,-6.195544,-77.917746,cola_kafka,3,0,1,0
RC0003310,L003310,F0101,2025-05-02,TEC01,No,-1,0,1,0,0,1,0,0,-6.335987,-77.859076,formulario_campo,1,0,0,0
RC0003311,L003311,F0093,2026-04-27,TEC02,No,-1,1,0,1,1,1,0,1,-6.2445,-77.904466,formulario_campo,3,1,0,0
RC0003312,L003312,F0049,2026-07-13,TEC02,No,-1,1,1,1,0,1,0,0,-6.195526,-77.915078,formulario_campo,3,1,0,0
RC0003313,L003313,F0029,2025-04-18,TEC01,No_se_sabe,-1,1,0,0,0,1,1,0,-6.193729,-77.843675,formulario_campo,1,0,0,1
RC0003314,L003314,F0042,2026-03-19,TEC01,No_se_sabe,-1,1,0,0,1,1,1,1,-6.208025,-77.965405,formulario_campo,2,0,0,1
RC0003315,L003315,F0085,2025-01-17,TEC10,No,-1,1,0,0,0,1,1,1,-6.27646,-77.853865,cola_kafka,1,0,0,0
RC0003316,L003316,F0076,2026-07-08,TEC12,Si,4,1,1,0,0,1,1,1,-6.314938,-77.909887,formulario_campo,2,0,1,0
RC0003317,L003317,F0033,2025-06-08,TEC03,Si,26,0,0,0,0,0,1,1,-6.206604,-77.893236,cola_kafka,0,0,1,0
RC0003318,L003318,F0104,2026-08-30,TEC12,Si,38,0,0,0,1,1,0,0,-6.209706,-77.861703,formulario_campo,1,0,1,0
RC0003319,L003319,F0012,2026-08-05,TEC08,No_se_sabe,-1,1,0,1,1,1,0,0,-6.228319,-77.897953,formulario_campo,3,1,0,1
RC0003320,L003320,F0038,2026-04-18,TEC02,No,-1,0,0,0,1,1,1,1,-6.242437,-77.854587,dashboard_acopio,1,0,0,0
RC0003321,L003321,F0010,2025-05-16,TEC07,Si,32,0,0,0,0,0,1,1,-6.260745,-77.874502,dashboard_acopio,0,0,1,0
RC0003322,L003322,F0061,2026-05-03,TEC09,Si,43,0,0,1,0,1,1,1,-6.243432,-77.862418,formulario_campo,1,0,1,0
RC0003323,L003323,F0007,2026-08-29,TEC09,No,-1,1,0,0,1,1,1,1,-6.196524,-77.904169,formulario_campo,2,0,0,0
RC0003324,L003324,F0090,2026-06-28,TEC09,No,-1,0,1,0,0,1,1,0,-6.198793,-77.81895,formulario_campo,1,0,0,0
RC0003325,L003325,F0023,2025-01-21,TEC02,No_se_sabe,-1,1,1,1,0,1,0,0,-6.160463,-77.837131,formulario_campo,3,1,0,1
RC0003326,L003326,F0055,2026-04-03,TEC09,No_se_sabe,-1,0,1,1,1,1,1,0,-6.242501,-77.880231,dashboard_acopio,3,0,0,1
RC0003327,L003327,F0024,2025-04-19,TEC09,No,-1,1,0,0,1,1,1,0,-6.335638,-77.803225,formulario_campo,2,0,0,0
RC0003328,L003328,F0072,2025-05-13,TEC12,No,-1,0,0,0,1,1,1,1,-6.084021,-77.827418,dashboard_acopio,1,0,0,0
RC0003329,L003329,F0043,2025-06-17,TEC08,No,-1,0,0,0,1,1,1,1,-6.172409,-77.945625,dashboard_acopio,1,0,0,0
RC0003330,L003330,F0093,2026-07-14,TEC06,No,-1,1,1,1,0,1,1,0,-6.244741,-77.904983,dashboard_acopio,3,0,0,0
RC0003331,L003331,F0003,2025-01-25,TEC05,Si,3,0,0,1,0,1,1,1,-6.214551,-77.820837,formulario_campo,1,0,1,0
RC0003332,L003332,F0066,2025-06-11,TEC03,No_se_sabe,-1,0,1,0,0,1,0,0,-6.261945,-77.809099,formulario_campo,1,0,0,1
RC0003333,L003333,F0084,2026-06-26,TEC10,No,-1,1,1,0,1,1,1,0,-6.172159,-77.856734,cola_kafka,3,0,0,0
RC0003334,L003334,F0118,2025-07-15,TEC09,No,-1,1,0,0,0,1,0,0,-6.27691,-77.833204,formulario_campo,1,1,0,0
RC0003335,L003335,F0014,2025-04-23,TEC02,No_se_sabe,-1,0,0,0,1,1,1,1,-6.252212,-77.799383,formulario_campo,1,0,0,1
RC0003336,L003336,F0060,2026-08-12,TEC01,Si,7,1,1,1,0,1,1,0,-6.300089,-77.829697,formulario_campo,3,0,1,0
RC0003337,L003337,F0026,2025-06-22,TEC02,No,-1,0,0,1,1,1,0,1,-6.234826,-77.770877,formulario_campo,2,0,0,0
RC0003338,L003338,F0054,2026-07-20,TEC07,No,-1,1,0,1,1,1,1,1,-6.195824,-77.865495,cola_kafka,3,0,0,0
RC0003339,L003339,F0039,2026-08-16,TEC12,No_se_sabe,-1,0,1,0,1,1,0,0,-6.220182,-77.783431,formulario_campo,2,0,0,1
RC0003340,L003340,F0003,2025-06-23,TEC12,Si,16,0,0,0,1,1,1,1,-6.215707,-77.819408,formulario_campo,1,0,1,0
RC0003341,L003341,F0027,2025-12-13,TEC11,Si,30,0,1,1,1,1,1,1,-6.277631,-77.793231,formulario_campo,3,0,1,0
RC0003342,L003342,F0102,2025-06-16,TEC04,Si,3,0,0,0,1,1,1,1,-6.277067,-77.943713,cola_kafka,1,0,1,0
RC0003343,L003343,F0047,2026-08-07,TEC07,No_se_sabe,-1,1,1,0,0,1,0,0,-6.188721,-77.79759,formulario_campo,2,1,0,1
RC0003344,L003344,F0070,2026-04-08,TEC05,No,-1,1,0,1,0,1,0,0,-6.189912,-77.846138,formulario_campo,2,1,0,0
RC0003345,L003345,F0008,2025-07-22,TEC06,Si,34,0,0,0,0,0,1,1,-6.280604,-77.903433,formulario_campo,0,0,1,0
RC0003346,L003346,F0027,2026-06-15,TEC05,Si,33,1,0,1,1,1,0,0,-6.277794,-77.793308,dashboard_acopio,3,1,1,0
RC0003347,L003347,F0120,2025-04-29,TEC08,No,-1,0,0,0,1,1,1,1,-6.221207,-77.875053,dashboard_acopio,1,0,0,0
RC0003348,L003348,F0054,2025-07-07,TEC01,No_se_sabe,-1,0,1,1,1,1,1,0,-6.194962,-77.865733,cola_kafka,3,0,0,1
RC0003349,L003349,F0088,2025-06-24,TEC03,No_se_sabe,-1,0,0,0,1,1,1,1,-6.278398,-77.844592,formulario_campo,1,0,0,1
RC0003350,L003350,F0118,2026-03-21,TEC10,No,-1,0,1,0,0,1,0,0,-6.277323,-77.831506,formulario_campo,1,0,0,0
RC0003351,L003351,F0016,2026-08-11,TEC03,No,-1,1,0,1,0,1,1,0,-6.244248,-77.874947,formulario_campo,2,0,0,0
RC0003352,L003352,F0020,2026-04-20,TEC11,Si,8,0,0,1,0,1,0,0,-6.203464,-77.891293,formulario_campo,1,0,1,0
RC0003353,L003353,F0020,2025-06-25,TEC02,Si,32,0,0,0,1,1,1,1,-6.203833,-77.890415,formulario_campo,1,0,1,0
RC0003354,L003354,F0016,2025-07-27,TEC09,No_se_sabe,-1,1,0,0,0,1,1,0,-6.243811,-77.87507,cola_kafka,1,0,0,1
RC0003355,L003355,F0025,2026-03-29,TEC07,Si,27,1,0,0,1,1,0,0,-6.231829,-77.956533,formulario_campo,2,1,1,0
RC0003356,L003356,F0003,2025-04-11,TEC11,No,-1,0,0,1,1,1,0,0,-6.21452,-77.820086,dashboard_acopio,2,0,0,0
RC0003357,L003357,F0002,2025-09-03,TEC09,Si,25,1,1,1,0,1,1,0,-6.21888,-77.931966,cola_kafka,3,0,1,0
RC0003358,L003358,F0053,2025-05-07,TEC08,No,-1,0,0,1,1,1,1,1,-6.259247,-77.903448,cola_kafka,2,0,0,0
RC0003359,L003359,F0045,2026-07-01,TEC02,Si,25,0,0,0,0,0,1,1,-6.251399,-77.829958,formulario_campo,0,0,1,0
RC0003360,L003360,F0113,2025-08-02,TEC05,No,-1,0,1,0,1,1,1,1,-6.209333,-77.888854,cola_kafka,2,0,0,0
RC0003361,L003361,F0084,2026-07-14,TEC09,Si,34,0,0,0,0,0,0,0,-6.172284,-77.858452,dashboard_acopio,0,0,1,0
RC0003362,L003362,F0012,2026-08-03,TEC02,No,-1,0,0,0,1,1,1,1,-6.229696,-77.898946,formulario_campo,1,0,0,0
RC0003363,L003363,F0024,2026-05-05,TEC01,No,-1,0,1,0,1,1,0,0,-6.336065,-77.802257,formulario_campo,2,0,0,0
RC0003364,L003364,F0028,2026-04-21,TEC05,Si,6,1,0,0,1,1,0,0,-6.232908,-77.853746,formulario_campo,2,1,1,0
RC0003365,L003365,F0119,2025-04-09,TEC05,No,-1,0,1,1,0,1,1,0,-6.220306,-77.900515,formulario_campo,2,0,0,0
RC0003366,L003366,F0001,2026-04-18,TEC01,No,-1,0,1,1,1,1,1,1,-6.236438,-77.779874,formulario_campo,3,0,0,0
RC0003367,L003367,F0061,2026-08-30,TEC06,Si,3,0,0,1,0,1,1,1,-6.243096,-77.862687,formulario_campo,1,0,1,0
RC0003368,L003368,F0112,2025-05-30,TEC02,Si,7,0,1,0,0,1,0,0,-6.275873,-77.861715,dashboard_acopio,1,0,1,0
RC0003369,L003369,F0043,2025-08-22,TEC11,No,-1,0,0,1,0,1,1,0,-6.173008,-77.946003,dashboard_acopio,1,0,0,0
RC0003370,L003370,F0064,2025-04-14,TEC05,Si,25,1,0,0,1,1,1,0,-6.272621,-77.802931,dashboard_acopio,2,0,1,0
RC0003371,L003371,F0108,2026-02-23,TEC10,Si,29,1,0,0,0,1,1,1,-6.216087,-77.820618,formulario_campo,1,0,1,0
RC0003372,L003372,F0105,2026-07-26,TEC10,Si,40,1,0,0,0,1,1,1,-6.235608,-77.879983,formulario_campo,1,0,1,0
RC0003373,L003373,F0118,2026-06-30,TEC03,Si,32,1,1,1,0,1,1,1,-6.27714,-77.833983,formulario_campo,3,0,1,0
RC0003374,L003374,F0120,2025-06-06,TEC05,No,-1,0,0,0,0,0,1,1,-6.220067,-77.874615,formulario_campo,0,0,0,0
RC0003375,L003375,F0002,2026-08-13,TEC08,Si,28,1,0,1,0,1,1,0,-6.219281,-77.932293,formulario_campo,2,0,1,0
RC0003376,L003376,F0116,2025-05-14,TEC12,Si,3,1,0,0,0,1,1,0,-6.225521,-77.847679,formulario_campo,1,0,1,0
RC0003377,L003377,F0039,2025-05-30,TEC01,No_se_sabe,-1,1,0,0,0,1,0,0,-6.220404,-77.782699,formulario_campo,1,1,0,1
RC0003378,L003378,F0114,2026-02-11,TEC04,No,-1,1,0,0,1,1,0,0,-6.301815,-77.849918,formulario_campo,2,1,0,0
RC0003379,L003379,F0039,2025-09-15,TEC03,No_se_sabe,-1,0,1,1,0,1,1,0,-6.220742,-77.782089,formulario_campo,2,0,0,1
RC0003380,L003380,F0075,2025-07-27,TEC11,No_se_sabe,-1,1,0,1,0,1,0,0,-6.228233,-77.937777,formulario_campo,2,1,0,1
RC0003381,L003381,F0050,2025-09-14,TEC11,No,-1,0,0,0,0,0,1,1,-6.300395,-77.914799,formulario_campo,0,0,0,0
RC0003382,L003382,F0068,2026-06-28,TEC04,Si,19,1,1,0,1,1,0,0,-6.153629,-77.880781,cola_kafka,3,1,1,0
RC0003383,L003383,F0061,2026-07-10,TEC03,Si,43,0,0,0,1,1,1,1,-6.242929,-77.863334,dashboard_acopio,1,0,1,0
RC0003384,L003384,F0017,2025-08-28,TEC05,No_se_sabe,-1,1,0,0,0,1,0,0,-6.272144,-77.855556,formulario_campo,1,1,0,1
RC0003385,L003385,F0071,2025-05-04,TEC07,Si,32,0,1,0,1,1,0,0,-6.236693,-77.87079,formulario_campo,2,0,1,0
RC0003386,L003386,F0060,2025-08-24,TEC09,Si,19,0,0,1,1,1,1,0,-6.301324,-77.828908,formulario_campo,2,0,1,0
RC0003387,L003387,F0109,2026-07-28,TEC02,Si,24,1,1,1,1,1,1,0,-6.251187,-77.891607,dashboard_acopio,4,0,1,0
RC0003388,L003388,F0054,2025-08-08,TEC11,No,-1,1,0,0,1,1,0,0,-6.194065,-77.865073,formulario_campo,2,1,0,0
RC0003389,L003389,F0040,2026-06-17,TEC09,Si,35,1,0,0,0,1,0,1,-6.174086,-77.908748,formulario_campo,1,1,1,0
RC0003390,L003390,F0073,2025-10-06,TEC04,No,-1,0,0,0,0,0,1,1,-6.196079,-77.917851,formulario_campo,0,0,0,0
RC0003391,L003391,F0101,2026-07-24,TEC03,Si,30,0,0,0,0,0,1,1,-6.335318,-77.859036,formulario_campo,0,0,1,0
RC0003392,L003392,F0093,2025-09-15,TEC09,No,-1,0,1,0,0,1,1,1,-6.243887,-77.90606,cola_kafka,1,0,0,0
RC0003393,L003393,F0069,2025-05-26,TEC04,Si,41,0,0,0,0,0,1,1,-6.317443,-77.834735,formulario_campo,0,0,1,0
RC0003394,L003394,F0101,2026-04-30,TEC02,No,-1,1,1,0,0,1,1,0,-6.335852,-77.859593,formulario_campo,2,0,0,0
RC0003395,L003395,F0054,2025-09-14,TEC11,No,-1,0,1,0,1,1,1,1,-6.195316,-77.864531,cola_kafka,2,0,0,0
RC0003396,L003396,F0066,2025-04-01,TEC07,Si,12,0,0,0,1,1,1,0,-6.262797,-77.809781,dashboard_acopio,1,0,1,0
RC0003397,L003397,F0070,2026-04-11,TEC10,No,-1,1,1,1,1,1,1,0,-6.189725,-77.846747,dashboard_acopio,4,0,0,0
RC0003398,L003398,F0116,2026-06-29,TEC03,Si,44,0,1,1,0,1,0,0,-6.226692,-77.84822,formulario_campo,2,0,1,0
RC0003399,L003399,F0101,2026-06-01,TEC09,Si,17,1,0,1,0,1,0,0,-6.335725,-77.86036,dashboard_acopio,2,1,1,0
