lote_id,finca_id,fecha_cosecha,peso_quintales,variedad,destino_previsto,dias_secado_patio
L003226,F0063,2025-09-21,243.5,Catimor,Estados_Unidos,4
L003227,F0001,2025-05-04,158.7,Bourbon,Paises_Bajos,19
L003228,F0106,2025-07-12,58.7,Bourbon,Paises_Bajos,10
L003229,F0069,2026-04-21,199.6,Typica,Paises_Bajos,14
L003230,F0016,2025-09-26,210.1,Caturra,Alemania,13
L003231,F0010,2026-05-30,226.7,Typica,Belgica,20
L003232,F0044,2026-05-17,114.8,Catimor,Belgica,6
L003233,F0099,2026-08-21,246.1,Caturra,Alemania,13
L003234,F0064,2025-07-27,166.4,Typica,Francia,18
L003235,F0009,2025-06-05,122.6,Bourbon,Francia,8
L003236,F0014,2026-08-28,147.5,Catimor,Alemania,5
L003237,F0068,2025-07-25,202.0,Caturra,Paises_Bajos,13
L003238,F0025,2025-11-04,235.1,Caturra,Paises_Bajos,8
L003239,F0010,2025-04-24,120.9,Catimor,Estados_Unidos,7
L003240,F0116,2025-06-19,111.8,Caturra,Estados_Unidos,6
L003241,F0025,2025-05-27,241.2,Typica,Nacional,15
L003242,F0025,2026-08-20,260.2,Catimor,Paises_Bajos,10
L003243,F0010,2025-05-24,113.3,Typica,Estados_Unidos,6
L003244,F0024,2025-05-19,187.9,Catimor,Francia,18
L003245,F0080,2026-06-16,129.4,Typica,Japon,14
L003246,F0006,2025-06-13,190.2,Catimor,Francia,7
L003247,F0012,2025-07-08,233.3,Typica,Nacional,10
L003248,F0101,2025-06-04,86.6,Typica,Belgica,9
L003249,F0088,2025-08-04,120.3,Catimor,Francia,8
L003250,F0105,2026-04-06,83.4,Catimor,Paises_Bajos,9
L003251,F0060,2025-08-20,130.0,Bourbon,Estados_Unidos,7
L003252,F0019,2026-04-04,178.1,Typica,Belgica,16
L003253,F0105,2025-02-25,277.8,Catimor,Alemania,7
L003254,F0025,2025-05-01,83.6,Bourbon,Alemania,5
L003255,F0045,2025-07-01,95.6,Caturra,Alemania,14
L003256,F0013,2025-06-24,165.6,Bourbon,Francia,5
L003257,F0095,2025-06-04,307.0,Caturra,Estados_Unidos,20
L003258,F0029,2025-07-01,130.8,Caturra,Paises_Bajos,11
L003259,F0084,2026-08-13,149.9,Caturra,Francia,9
L003260,F0090,2026-08-14,234.7,Bourbon,Estados_Unidos,10
L003261,F0067,2025-08-30,175.7,Catimor,Francia,18
L003262,F0060,2025-09-16,87.2,Caturra,Estados_Unidos,12
L003263,F0106,2026-02-10,93.8,Typica,Alemania,18
L003264,F0113,2026-06-23,92.1,Typica,Belgica,17
L003265,F0029,2025-11-04,146.3,Caturra,Belgica,5
L003266,F0055,2025-05-24,180.1,Caturra,Nacional,18
L003267,F0108,2025-09-10,176.9,Caturra,Belgica,12
L003268,F0076,2026-05-06,110.6,Caturra,Estados_Unidos,4
L003269,F0080,2025-08-28,155.3,Caturra,Estados_Unidos,12
L003270,F0040,2025-06-07,103.1,Typica,Estados_Unidos,14
L003271,F0019,2025-06-09,109.1,Caturra,Paises_Bajos,6
L003272,F0010,2025-09-03,177.1,Bourbon,Belgica,19
L003273,F0099,2026-05-31,98.4,Bourbon,Nacional,4
L003274,F0081,2025-04-04,95.9,Typica,Alemania,12
L003275,F0056,2026-08-01,115.8,Bourbon,Paises_Bajos,8
L003276,F0008,2025-07-26,177.1,Bourbon,Nacional,5
L003277,F0090,2026-08-13,119.0,Caturra,Nacional,6
L003278,F0072,2025-10-27,123.5,Caturra,Francia,5
L003279,F0086,2025-04-12,88.8,Caturra,Paises_Bajos,19
L003280,F0068,2026-04-26,106.0,Caturra,Japon,8
L003281,F0029,2025-06-07,123.4,Geisha,Belgica,10
L003282,F0004,2026-06-06,194.3,Geisha,Alemania,8
L003283,F0102,2025-09-30,158.8,Caturra,Alemania,6
L003284,F0094,2025-08-01,80.3,Typica,Francia,11
L003285,F0012,2025-08-22,60.4,Caturra,Francia,9
L003286,F0107,2025-08-20,186.7,Bourbon,Alemania,16
L003287,F0003,2025-10-14,106.4,Bourbon,Estados_Unidos,15
L003288,F0043,2025-07-18,113.0,Catimor,Belgica,12
L003289,F0017,2026-06-06,281.0,Caturra,Belgica,7
L003290,F0067,2026-01-08,102.2,Bourbon,Estados_Unidos,11
L003291,F0105,2026-05-31,196.7,Caturra,Alemania,20
L003292,F0082,2026-04-04,68.6,Bourbon,Francia,13
L003293,F0099,2025-03-24,93.7,Catimor,Paises_Bajos,15
L003294,F0059,2026-06-29,130.5,Bourbon,Francia,18
L003295,F0072,2026-04-17,288.3,Typica,Nacional,4
L003296,F0073,2025-08-12,79.7,Typica,Alemania,16
L003297,F0046,2026-04-19,229.6,Typica,Belgica,5
L003298,F0039,2025-07-08,177.3,Bourbon,Nacional,18
L003299,F0021,2026-07-26,122.7,Bourbon,Belgica,6
L003300,F0010,2026-04-11,65.4,Bourbon,Alemania,7
L003301,F0017,2026-05-05,108.8,Caturra,Belgica,13
L003302,F0120,2025-04-27,118.5,Caturra,Nacional,12
L003303,F0018,2025-09-29,113.8,Bourbon,Belgica,4
L003304,F0107,2026-01-26,73.8,Catimor,Paises_Bajos,6
L003305,F0061,2025-05-29,79.1,Bourbon,Nacional,4
L003306,F0031,2025-05-24,53.6,Caturra,Japon,12
L003307,F0034,2025-10-29,349.7,Bourbon,Belgica,7
L003308,F0040,2025-09-18,100.1,Caturra,Francia,5
L003309,F0073,2026-05-24,143.0,Caturra,Alemania,19
L003310,F0101,2025-05-02,86.3,Bourbon,Belgica,20
L003311,F0093,2026-04-27,115.5,Bourbon,Estados_Unidos,7
L003312,F0049,2026-07-13,121.0,Caturra,Alemania,6
L003313,F0029,2025-04-18,95.1,Caturra,Alemania,17
L003314,F0042,2026-03-19,108.8,Bourbon,Nacional,10
L003315,F0085,2025-01-17,147.3,Geisha,Estados_Unidos,8
L003316,F0076,2026-07-08,82.2,Catimor,Alemania,10
L003317,F0033,2025-06-08,59.3,Catimor,Belgica,12
L003318,F0104,2026-08-30,179.4,Caturra,Nacional,11
L003319,F0012,2026-08-05,168.4,Bourbon,Francia,10
L003320,F0038,2026-04-18,126.1,Caturra,Paises_Bajos,16
L003321,F0010,2025-05-16,73.0,Bourbon,Francia,11
L003322,F0061,2026-05-03,160.3,Catimor,Paises_Bajos,16
L003323,F0007,2026-08-29,49.3,Catimor,Francia,7
L003324,F0090,2026-06-28,123.3,Caturra,Francia,14
L003325,F0023,2025-01-21,64.6,Caturra,Estados_Unidos,4
L003326,F0055,2026-04-03,117.1,Caturra,Paises_Bajos,17
L003327,F0024,2025-04-19,113.3,Geisha,Japon,19
L003328,F0072,2025-05-13,193.6,Typica,Francia,8
L003329,F0043,2025-06-17,134.8,Caturra,Japon,7
L003330,F0093,2026-07-14,164.4,Catimor,Estados_Unidos,9
L003331,F0003,2025-01-25,162.9,Catimor,Nacional,7
L003332,F0066,2025-06-11,113.1,Typica,Paises_Bajos,7
L003333,F0084,2026-06-26,193.4,Geisha,Alemania,14
L003334,F0118,2025-07-15,196.5,Caturra,Francia,12
L003335,F0014,2025-04-23,264.9,Geisha,Alemania,11
L003336,F0060,2026-08-12,122.6,Typica,Paises_Bajos,18
L003337,F0026,2025-06-22,267.4,Geisha,Estados_Unidos,18
L003338,F0054,2026-07-20,79.3,Caturra,Belgica,12
L003339,F0039,2026-08-16,207.1,Bourbon,Paises_Bajos,10
L003340,F0003,2025-06-23,129.6,Caturra,Nacional,5
L003341,F0027,2025-12-13,180.0,Geisha,Japon,13
L003342,F0102,2025-06-16,96.5,Bourbon,Nacional,19
L003343,F0047,2026-08-07,70.0,Caturra,Paises_Bajos,5
L003344,F0070,2026-04-08,124.8,Caturra,Francia,18
L003345,F0008,2025-07-22,131.5,Typica,Alemania,8
L003346,F0027,2026-06-15,130.1,Catimor,Alemania,15
L003347,F0120,2025-04-29,47.9,Catimor,Paises_Bajos,13
L003348,F0054,2025-07-07,194.1,Bourbon,Japon,17
L003349,F0088,2025-06-24,64.7,Catimor,Estados_Unidos,19
L003350,F0118,2026-03-21,209.9,Typica,Francia,10
L003351,F0016,2026-08-11,88.2,Typica,Belgica,8
L003352,F0020,2026-04-20,117.5,Caturra,Japon,11
L003353,F0020,2025-06-25,61.2,Caturra,Japon,19
L003354,F0016,2025-07-27,146.0,Catimor,Nacional,14
L003355,F0025,2026-03-29,156.3,Typica,Estados_Unidos,8
L003356,F0003,2025-04-11,103.5,Bourbon,Japon,13
L003357,F0002,2025-09-03,88.3,Bourbon,Estados_Unidos,11
L003358,F0053,2025-05-07,81.4,Bourbon,Francia,10
L003359,F0045,2026-07-01,113.2,Typica,Paises_Bajos,12
L003360,F0113,2025-08-02,134.8,Caturra,Alemania,4
L003361,F0084,2026-07-14,138.2,Caturra,Estados_Unidos,12
L003362,F0012,2026-08-03,413.5,Bourbon,Alemania,5
L003363,F0024,2026-05-05,163.7,Bourbon,Nacional,5
L003364,F0028,2026-04-21,82.1,Caturra,Nacional,6
L003365,F0119,2025-04-09,143.2,Bourbon,Paises_Bajos,5
L003366,F0001,2026-04-18,170.5,Caturra,Estados_Unidos,5
L003367,F0061,2026-08-30,110.3,Catimor,Nacional,13
L003368,F0112,2025-05-30,86.4,Bourbon,Nacional,13
L003369,F0043,2025-08-22,228.2,Bourbon,Nacional,14
L003370,F0064,2025-04-14,190.9,Bourbon,Belgica,10
L003371,F0108,2026-02-23,122.0,Bourbon,Francia,9
L003372,F0105,2026-07-26,111.0,Typica,Estados_Unidos,4
L003373,F0118,2026-06-30,103.5,Geisha,Alemania,4
L003374,F0120,2025-06-06,250.3,Geisha,Japon,8
L003375,F0002,2026-08-13,107.4,Bourbon,Estados_Unidos,6
L003376,F0116,2025-05-14,125.1,Catimor,Alemania,5
L003377,F0039,2025-05-30,179.0,Geisha,Paises_Bajos,9
L003378,F0114,2026-02-11,86.6,Caturra,Belgica,19
L003379,F0039,2025-09-15,95.2,Catimor,Nacional,9
L003380,F0075,2025-07-27,175.4,Bourbon,Estados_Unidos,18
L003381,F0050,2025-09-14,274.5,Bourbon,Estados_Unidos,11
L003382,F0068,2026-06-28,49.9,Catimor,Belgica,8
L003383,F0061,2026-07-10,216.0,Catimor,Paises_Bajos,10
L003384,F0017,2025-08-28,202.7,Catimor,Paises_Bajos,16
L003385,F0071,2025-05-04,120.7,Bourbon,Alemania,18
L003386,F0060,2025-08-24,101.4,Bourbon,Alemania,14
L003387,F0109,2026-07-28,130.3,Bourbon,Estados_Unidos,20
L003388,F0054,2025-08-08,193.6,Caturra,Nacional,15
L003389,F0040,2026-06-17,96.2,Bourbon,Nacional,12
L003390,F0073,2025-10-06,264.8,Catimor,Francia,19
L003391,F0101,2026-07-24,73.1,Caturra,Francia,14
L003392,F0093,2025-09-15,147.2,Catimor,Belgica,20
L003393,F0069,2025-05-26,195.3,Catimor,Paises_Bajos,10
L003394,F0101,2026-04-30,50.5,Bourbon,Francia,15
L003395,F0054,2025-09-14,233.5,Typica,Francia,10
L003396,F0066,2025-04-01,97.8,Geisha,Alemania,19
L003397,F0070,2026-04-11,224.7,Typica,Paises_Bajos,10
L003398,F0116,2026-06-29,147.0,Bourbon,Alemania,6
L003399,F0101,2026-06-01,88.9,Caturra,Belgica,14
L003400,F0020,2026-03-15,214.1,Caturra,Francia,16
L003401,F0051,2026-07-20,116.9,Catimor,Paises_Bajos,4
L003402,F0111,2026-04-04,199.5,Typica,Japon,8
L003403,F0116,2025-07-31,132.0,Catimor,Alemania,4
L003404,F0091,2026-04-22,55.8,Typica,Francia,15
L003405,F0110,2026-08-04,122.2,Caturra,Nacional,17
L003406,F0004,2025-07-23,87.4,Caturra,Alemania,13
L003407,F0102,2025-05-11,118.3,Catimor,Nacional,15
L003408,F0060,2025-09-20,55.9,Catimor,Paises_Bajos,10
L003409,F0012,2025-09-08,243.7,Typica,Estados_Unidos,19
L003410,F0051,2025-05-21,92.6,Bourbon,Francia,6
L003411,F0010,2025-07-06,212.7,Typica,Alemania,19
L003412,F0047,2025-09-10,72.9,Bourbon,Belgica,17
L003413,F0072,2025-07-17,209.0,Caturra,Estados_Unidos,18
L003414,F0012,2026-05-14,65.8,Bourbon,Alemania,17
L003415,F0044,2026-05-04,362.2,Caturra,Nacional,7
L003416,F0114,2025-01-26,189.2,Bourbon,Estados_Unidos,7
L003417,F0085,2025-02-06,91.3,Caturra,Belgica,11
L003418,F0002,2026-04-24,96.0,Typica,Alemania,17
L003419,F0088,2025-06-10,85.8,Caturra,Paises_Bajos,14
L003420,F0008,2026-05-14,197.7,Catimor,Nacional,4
L003421,F0080,2025-06-06,90.1,Bourbon,Estados_Unidos,17
L003422,F0037,2025-05-29,71.0,Typica,Paises_Bajos,8
L003423,F0053,2026-02-06,248.4,Bourbon,Francia,17
L003424,F0004,2026-08-12,121.6,Bourbon,Alemania,20
L003425,F0002,2025-07-10,178.7,Catimor,Francia,17
L003426,F0099,2026-07-14,215.0,Geisha,Estados_Unidos,8
L003427,F0116,2026-07-12,263.6,Caturra,Paises_Bajos,14
L003428,F0074,2025-09-23,82.7,Caturra,Estados_Unidos,8
L003429,F0110,2025-07-13,116.2,Caturra,Paises_Bajos,6
L003430,F0061,2026-04-02,116.2,Catimor,Belgica,6
L003431,F0077,2026-07-23,119.4,Geisha,Nacional,17
L003432,F0085,2026-08-27,138.1,Typica,Paises_Bajos,16
L003433,F0009,2026-07-05,171.9,Catimor,Estados_Unidos,17
L003434,F0114,2026-07-20,75.8,Catimor,Nacional,15
L003435,F0113,2025-08-25,72.0,Caturra,Nacional,6
L003436,F0063,2025-09-12,25.0,Typica,Alemania,4
L003437,F0043,2026-04-02,110.7,Bourbon,Belgica,20
L003438,F0026,2026-04-25,164.1,Catimor,Paises_Bajos,12
L003439,F0050,2025-02-28,75.5,Caturra,Alemania,14
L003440,F0095,2025-06-26,204.7,Bourbon,Estados_Unidos,8
L003441,F0006,2025-08-31,149.1,Caturra,Belgica,4
L003442,F0109,2025-07-17,79.3,Caturra,Francia,13
L003443,F0024,2025-05-28,91.7,Bourbon,Nacional,20
L003444,F0073,2025-07-03,28.5,Typica,Alemania,6
L003445,F0040,2025-07-12,153.9,Typica,Alemania,12
L003446,F0105,2026-05-19,65.5,Bourbon,Francia,8
L003447,F0039,2025-06-03,91.5,Catimor,Francia,11
L003448,F0042,2025-07-23,105.1,Bourbon,Francia,7
L003449,F0025,2025-08-05,114.2,Bourbon,Paises_Bajos,11
L003450,F0118,2025-03-21,183.2,Typica,Estados_Unidos,19
L003451,F0108,2026-03-15,103.4,Bourbon,Nacional,12
L003452,F0043,2026-08-01,54.8,Catimor,Estados_Unidos,12
L003453,F0110,2025-04-29,272.4,Caturra,Japon,12
L003454,F0037,2025-08-07,55.3,Catimor,Alemania,14
L003455,F0034,2025-07-03,134.8,Bourbon,Belgica,18
L003456,F0013,2025-09-13,64.1,Catimor,Belgica,12
L003457,F0027,2026-05-12,113.7,Geisha,Paises_Bajos,6
L003458,F0042,2026-04-22,179.8,Catimor,Alemania,5
L003459,F0106,2025-11-05,146.0,Caturra,Alemania,18
L003460,F0112,2026-08-09,203.1,Typica,Estados_Unidos,8
L003461,F0030,2026-05-26,146.6,Caturra,Alemania,6
L003462,F0104,2026-05-30,103.0,Caturra,Nacional,20
L003463,F0102,2025-02-22,120.7,Catimor,Estados_Unidos,13
L003464,F0076,2025-05-07,152.5,Typica,Paises_Bajos,12
L003465,F0082,2025-08-01,127.7,Typica,Japon,19
L003466,F0099,2025-06-22,175.0,Typica,Belgica,14
L003467,F0106,2025-07-12,204.6,Geisha,Paises_Bajos,13
L003468,F0102,2026-06-30,49.7,Bourbon,Francia,11
L003469,F0104,2025-09-24,222.7,Catimor,Francia,4
L003470,F0038,2025-06-09,110.6,Catimor,Francia,17
L003471,F0023,2025-04-27,166.4,Bourbon,Japon,19
L003472,F0069,2025-08-27,75.4,Caturra,Estados_Unidos,7
L003473,F0002,2026-07-18,161.2,Catimor,Nacional,11
L003474,F0022,2026-04-08,85.1,Caturra,Francia,4
L003475,F0087,2026-05-26,62.6,Catimor,Estados_Unidos,19
L003476,F0082,2026-04-30,368.1,Bourbon,Francia,18
L003477,F0109,2025-08-15,198.8,Caturra,Alemania,20
L003478,F0083,2026-01-08,253.6,Bourbon,Alemania,11
L003479,F0091,2025-10-10,156.6,Caturra,Estados_Unidos,7
L003480,F0016,2025-04-14,94.4,Caturra,Belgica,19
L003481,F0084,2025-09-11,75.4,Geisha,Belgica,8
L003482,F0051,2025-05-03,117.3,Caturra,Alemania,5
L003483,F0070,2025-08-31,222.7,Geisha,Alemania,11
L003484,F0087,2026-05-03,176.4,Geisha,Nacional,13
L003485,F0072,2025-05-11,148.0,Catimor,Nacional,8
L003486,F0020,2025-08-13,135.9,Caturra,Nacional,11
L003487,F0016,2025-05-31,352.4,Catimor,Paises_Bajos,11
L003488,F0118,2025-07-14,104.9,Typica,Nacional,10
L003489,F0093,2025-05-06,88.6,Caturra,Estados_Unidos,8
L003490,F0030,2026-06-24,193.0,Bourbon,Paises_Bajos,9
L003491,F0016,2025-08-20,163.2,Catimor,Estados_Unidos,11
L003492,F0110,2025-08-07,113.9,Caturra,Japon,6
L003493,F0098,2026-07-15,360.8,Catimor,Belgica,5
L003494,F0045,2025-05-02,72.0,Caturra,Nacional,4
L003495,F0081,2026-06-18,71.6,Caturra,Alemania,14
L003496,F0111,2026-05-20,147.8,Catimor,Estados_Unidos,13
L003497,F0098,2025-08-14,116.4,Bourbon,Belgica,6
L003498,F0116,2025-05-18,188.4,Caturra,Nacional,20
L003499,F0034,2025-01-12,213.6,Typica,Francia,5
L003500,F0082,2026-08-06,75.8,Caturra,Estados_Unidos,9
L003501,F0007,2026-07-10,138.7,Caturra,Alemania,7
L003502,F0014,2025-09-04,125.3,Caturra,Belgica,19
L003503,F0113,2026-06-16,93.0,Typica,Alemania,17
L003504,F0055,2025-07-05,138.9,Caturra,Estados_Unidos,17
L003505,F0059,2025-07-06,188.9,Caturra,Alemania,15
L003506,F0081,2025-06-17,143.5,Catimor,Belgica,15
L003507,F0033,2025-06-28,204.2,Typica,Estados_Unidos,18
L003508,F0067,2026-06-27,116.0,Catimor,Paises_Bajos,9
L003509,F0045,2026-05-10,81.3,Caturra,Francia,9
L003510,F0037,2025-05-23,118.7,Geisha,Japon,17
L003511,F0004,2026-03-05,248.1,Bourbon,Alemania,16
L003512,F0106,2025-09-07,105.2,Bourbon,Nacional,6
L003513,F0080,2026-07-02,180.9,Caturra,Paises_Bajos,8
L003514,F0067,2026-05-14,112.8,Catimor,Alemania,13
L003515,F0076,2026-01-15,166.5,Caturra,Francia,10
L003516,F0061,2026-08-07,65.3,Bourbon,Nacional,6
L003517,F0010,2026-07-05,100.0,Catimor,Paises_Bajos,18
L003518,F0076,2025-08-30,173.4,Caturra,Alemania,16
L003519,F0080,2025-02-19,145.2,Caturra,Nacional,4
L003520,F0018,2026-08-08,84.9,Typica,Estados_Unidos,9
L003521,F0056,2025-06-03,147.9,Caturra,Nacional,12
L003522,F0109,2026-05-28,75.2,Typica,Belgica,5
L003523,F0037,2025-06-18,46.0,Catimor,Francia,7
L003524,F0008,2025-05-08,262.1,Catimor,Estados_Unidos,19
L003525,F0004,2026-07-29,132.3,Bourbon,Japon,5
L003526,F0012,2025-05-10,188.5,Catimor,Nacional,8
L003527,F0042,2026-08-19,193.1,Caturra,Paises_Bajos,5
L003528,F0047,2025-04-01,122.4,Caturra,Paises_Bajos,11
L003529,F0054,2025-08-05,138.8,Caturra,Paises_Bajos,18
L003530,F0103,2026-04-15,154.8,Caturra,Nacional,12
L003531,F0072,2026-06-07,130.6,Caturra,Paises_Bajos,16
L003532,F0050,2026-07-18,71.6,Bourbon,Nacional,4
L003533,F0102,2025-05-03,94.6,Catimor,Alemania,16
L003534,F0090,2026-07-11,177.1,Caturra,Belgica,14
L003535,F0066,2026-02-20,143.4,Typica,Alemania,6
L003536,F0059,2025-08-06,63.5,Bourbon,Alemania,20
L003537,F0099,2026-08-12,45.4,Geisha,Francia,12
L003538,F0108,2026-08-03,279.1,Catimor,Paises_Bajos,13
L003539,F0017,2026-01-17,102.5,Typica,Belgica,20
L003540,F0038,2026-04-19,95.7,Caturra,Nacional,8
L003541,F0094,2025-05-03,209.9,Caturra,Nacional,12
L003542,F0010,2025-05-26,171.0,Geisha,Alemania,13
L003543,F0009,2026-06-15,88.4,Geisha,Belgica,8
L003544,F0017,2025-09-29,226.8,Bourbon,Alemania,16
L003545,F0014,2026-06-11,146.9,Catimor,Belgica,5
L003546,F0002,2026-07-28,129.3,Caturra,Nacional,10
L003547,F0003,2026-04-24,228.8,Catimor,Japon,16
L003548,F0116,2026-03-01,146.1,Caturra,Japon,7
L003549,F0042,2026-05-31,190.9,Catimor,Alemania,13
L003550,F0119,2026-06-18,271.1,Typica,Belgica,20
L003551,F0002,2025-03-13,96.0,Catimor,Paises_Bajos,9
L003552,F0113,2026-05-26,31.9,Caturra,Alemania,16
L003553,F0101,2025-06-18,179.9,Catimor,Alemania,16
L003554,F0019,2025-05-13,221.5,Typica,Nacional,13
L003555,F0069,2025-10-03,171.3,Bourbon,Estados_Unidos,19
L003556,F0119,2026-03-23,113.1,Caturra,Alemania,17
L003557,F0008,2026-02-09,84.3,Bourbon,Francia,12
L003558,F0004,2026-06-21,86.4,Bourbon,Nacional,17
L003559,F0066,2026-05-08,125.0,Bourbon,Francia,11
L003560,F0028,2026-04-25,86.4,Catimor,Belgica,10
L003561,F0053,2026-04-08,98.8,Caturra,Paises_Bajos,17
L003562,F0017,2026-08-25,164.5,Bourbon,Paises_Bajos,16
L003563,F0017,2026-07-12,176.5,Caturra,Estados_Unidos,5
L003564,F0034,2026-01-05,149.5,Caturra,Alemania,18
L003565,F0002,2025-09-13,249.9,Bourbon,Francia,4
L003566,F0090,2026-06-14,165.5,Bourbon,Alemania,11
L003567,F0047,2025-10-23,99.3,Catimor,Paises_Bajos,5
L003568,F0118,2025-05-24,149.3,Caturra,Belgica,8
L003569,F0013,2026-03-23,195.5,Catimor,Japon,12
L003570,F0071,2026-05-25,41.7,Caturra,Nacional,18
L003571,F0088,2025-01-19,146.6,Caturra,Estados_Unidos,12
L003572,F0091,2026-06-03,154.1,Typica,Nacional,10
L003573,F0010,2026-02-12,101.2,Caturra,Francia,20
L003574,F0040,2025-05-19,43.1,Typica,Francia,18
L003575,F0083,2025-06-16,111.5,Catimor,Alemania,10
L003576,F0088,2025-07-22,174.7,Caturra,Japon,20
L003577,F0095,2025-09-09,169.8,Bourbon,Alemania,15
L003578,F0006,2026-01-13,98.5,Catimor,Paises_Bajos,20
L003579,F0043,2026-07-17,206.2,Caturra,Estados_Unidos,5
L003580,F0101,2025-06-04,65.1,Bourbon,Estados_Unidos,13
L003581,F0008,2025-07-20,213.9,Geisha,Alemania,20
L003582,F0120,2025-09-08,100.5,Bourbon,Nacional,18
L003583,F0007,2025-07-31,233.0,Caturra,Nacional,6
L003584,F0081,2026-05-06,363.7,Typica,Paises_Bajos,6
L003585,F0043,2026-06-03,142.5,Caturra,Nacional,6
L003586,F0044,2026-04-02,120.0,Bourbon,Francia,15
L003587,F0022,2026-05-07,114.6,Bourbon,Alemania,12
L003588,F0056,2025-07-19,94.2,Bourbon,Alemania,6
L003589,F0095,2026-05-06,103.1,Caturra,Japon,14
L003590,F0014,2026-08-31,156.6,Caturra,Belgica,11
L003591,F0045,2026-04-08,266.2,Caturra,Francia,20
L003592,F0102,2026-08-29,39.1,Typica,Francia,11
L003593,F0098,2025-09-20,123.9,Geisha,Alemania,5
L003594,F0018,2025-03-09,149.0,Bourbon,Alemania,15
L003595,F0087,2025-04-26,230.9,Bourbon,Belgica,11
L003596,F0022,2025-06-26,145.2,Catimor,Estados_Unidos,9
L003597,F0098,2025-06-14,106.5,Catimor,Paises_Bajos,5
L003598,F0120,2026-01-21,115.2,Caturra,Alemania,7
L003599,F0034,2025-09-12,96.3,Bourbon,Estados_Unidos,11
L003600,F0109,2025-08-12,81.6,Bourbon,Nacional,12
L003601,F0010,2025-04-09,161.3,Geisha,Alemania,8
L003602,F0082,2025-08-13,275.1,Caturra,Alemania,18
L003603,F0017,2026-06-19,244.5,Catimor,Francia,18
L003604,F0013,2026-04-20,56.3,Bourbon,Nacional,7
L003605,F0014,2025-05-01,122.8,Catimor,Nacional,12
L003606,F0038,2025-09-16,174.5,Caturra,Estados_Unidos,4
L003607,F0084,2025-01-21,181.3,Caturra,Nacional,6
L003608,F0019,2025-04-08,167.9,Catimor,Francia,18
L003609,F0039,2026-06-29,198.1,Bourbon,Alemania,18
L003610,F0090,2026-04-27,175.4,Bourbon,Belgica,6
L003611,F0050,2026-02-02,57.1,Typica,Estados_Unidos,6
L003612,F0078,2026-06-29,142.9,Bourbon,Paises_Bajos,9
L003613,F0059,2026-04-17,55.9,Caturra,Estados_Unidos,7
L003614,F0074,2025-05-10,105.4,Caturra,Alemania,19
L003615,F0055,2025-05-07,166.3,Caturra,Francia,14
L003616,F0050,2026-06-01,230.8,Catimor,Alemania,12
L003617,F0046,2026-06-20,100.1,Typica,Alemania,11
L003618,F0024,2025-05-12,106.7,Caturra,Francia,18
L003619,F0024,2025-08-22,368.9,Catimor,Francia,11
L003620,F0066,2025-05-25,155.3,Caturra,Paises_Bajos,10
L003621,F0022,2026-07-19,65.4,Catimor,Alemania,20
L003622,F0008,2025-07-15,255.1,Catimor,Estados_Unidos,13
L003623,F0108,2026-05-27,128.6,Catimor,Belgica,18
L003624,F0044,2026-04-11,130.9,Bourbon,Estados_Unidos,15
L003625,F0112,2026-08-04,114.9,Bourbon,Alemania,9
L003626,F0110,2025-07-05,251.2,Catimor,Paises_Bajos,9
L003627,F0076,2026-02-16,219.2,Catimor,Estados_Unidos,13
L003628,F0022,2026-04-09,143.3,Catimor,Japon,17
L003629,F0037,2025-10-01,200.6,Catimor,Belgica,15
L003630,F0054,2025-06-16,287.3,Catimor,Alemania,16
L003631,F0089,2025-09-23,96.7,Bourbon,Paises_Bajos,17
L003632,F0055,2025-04-15,134.1,Catimor,Belgica,13
L003633,F0059,2025-01-26,116.5,Catimor,Francia,12
L003634,F0068,2025-06-05,310.5,Catimor,Estados_Unidos,8
L003635,F0077,2025-01-09,109.0,Bourbon,Japon,18
L003636,F0119,2026-04-27,313.6,Typica,Estados_Unidos,18
L003637,F0083,2026-04-08,137.3,Caturra,Belgica,5
L003638,F0004,2026-05-03,103.6,Caturra,Paises_Bajos,9
L003639,F0110,2025-06-13,154.1,Typica,Belgica,9
L003640,F0072,2025-10-12,206.6,Catimor,Estados_Unidos,4
L003641,F0001,2025-07-29,82.7,Caturra,Francia,17
L003642,F0031,2025-08-25,193.0,Caturra,Japon,20
L003643,F0029,2025-09-13,114.4,Catimor,Estados_Unidos,17
L003644,F0073,2025-06-24,162.7,Typica,Alemania,15
L003645,F0110,2026-07-20,66.4,Typica,Alemania,5
L003646,F0049,2025-07-08,96.8,Bourbon,Alemania,19
L003647,F0074,2025-08-28,167.5,Bourbon,Estados_Unidos,13
L003648,F0086,2026-04-12,176.7,Catimor,Alemania,15
L003649,F0016,2026-05-05,154.2,Bourbon,Alemania,11
L003650,F0064,2025-04-12,164.4,Bourbon,Japon,5
L003651,F0018,2026-04-13,204.1,Caturra,Nacional,19
L003652,F0073,2025-12-02,144.9,Catimor,Francia,18
L003653,F0116,2026-08-28,83.8,Typica,Francia,11
L003654,F0103,2025-02-22,160.4,Caturra,Estados_Unidos,15
L003655,F0033,2026-04-02,242.4,Bourbon,Francia,9
L003656,F0005,2026-07-26,138.0,Caturra,Belgica,15
L003657,F0002,2026-05-25,70.4,Catimor,Belgica,4
L003658,F0009,2026-07-30,90.9,Catimor,Francia,10
L003659,F0081,2025-11-18,50.3,Caturra,Paises_Bajos,20
