lote_id,excede_umbral_carbendazim,excede_umbral_cipermetrina,excede_umbral_clorpirifos,excede_umbral_glifosato,is_detectado_carbendazim,is_detectado_cipermetrina,is_detectado_clorpirifos,is_detectado_glifosato,ppm_detectado_carbendazim,ppm_detectado_clorpirifos,ppm_detectado_glifosato,n_kits_excedidos,n_kits_detectados,lote_contaminado
L003222,0,0,0,0,0,0,0,0,0.0,0.00149,0.0,0,0,0
L003223,0,0,1,0,0,0,1,1,0.0,0.08749,0.03794,1,2,1
L003224,0,0,0,0,1,0,0,0,0.09542,0.0,0.0,0,1,0
L003225,0,0,0,1,0,0,0,1,0.00162,0.00291,0.13769,1,1,1
L003226,0,0,1,0,0,0,1,0,0.0,0.08301,0.00154,1,1,1
L003227,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003228,0,0,0,0,1,0,1,0,0.01482,0.00606,0.00712,0,2,0
L003229,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003230,0,0,0,0,0,0,0,0,0.00544,0.00224,0.00267,0,0,0
L003231,0,0,0,0,1,0,1,1,0.02269,0.04254,0.04715,0,3,0
L003232,0,0,1,0,0,0,1,0,0.0,0.05235,0.0,1,1,1
L003233,0,1,1,0,1,1,1,1,0.02068,0.07373,0.07664,2,4,1
L003234,0,1,0,0,0,1,1,0,0.0,0.00644,0.00175,1,2,1
L003235,0,1,0,1,0,1,0,1,0.0,0.0,0.41671,2,2,1
L003236,0,1,1,0,0,1,1,1,0.00038,0.0604,0.03661,2,3,1
L003237,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003238,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003239,0,0,0,0,0,0,0,0,0.00152,0.0,0.00095,0,0,0
L003240,0,1,0,0,0,1,0,0,0.00321,0.00119,0.00625,1,1,1
L003241,0,0,0,0,0,0,0,0,0.00239,0.00098,0.00411,0,0,0
L003242,0,0,0,0,0,0,1,1,0.00225,0.01014,0.01185,0,2,0
L003243,0,0,0,1,1,0,1,1,0.0593,0.02754,0.12321,1,3,1
L003244,0,0,0,0,0,0,0,0,0.00334,0.0,0.0,0,0,0
L003245,0,1,0,0,1,1,1,1,0.08935,0.01936,0.01164,1,4,1
L003246,0,0,0,0,1,0,0,1,0.03219,0.0,0.03198,0,2,0
L003247,0,0,0,0,1,0,1,0,0.03327,0.03247,0.00223,0,2,0
L003248,0,0,0,0,1,0,0,1,0.01988,0.0,0.03393,0,2,0
L003249,0,0,0,0,0,0,0,0,0.0,0.0,0.00441,0,0,0
L003250,0,0,0,0,0,0,1,0,0.00348,0.04866,0.00134,0,1,0
L003251,0,1,1,0,1,1,1,0,0.0957,0.0599,0.0,2,3,1
L003252,0,0,0,0,1,0,0,0,0.02308,0.00018,0.0,0,1,0
L003253,0,0,1,0,1,0,1,0,0.05161,0.10935,0.0,1,2,1
L003254,0,0,0,0,0,0,0,0,0.0029,0.00194,0.0,0,0,0
L003255,0,0,1,1,1,0,1,1,0.02225,0.24717,0.50265,2,3,1
L003256,0,1,1,0,1,1,1,1,0.02645,0.05182,0.01736,2,4,1
L003257,0,0,0,0,0,0,0,1,0.00564,0.0,0.02249,0,1,0
L003258,0,0,0,0,0,0,0,0,0.00044,0.00456,0.00718,0,0,0
L003259,0,0,1,0,0,0,1,0,0.0,0.09542,0.00391,1,1,1
L003260,0,0,0,1,0,0,1,1,0.00261,0.02787,0.22554,1,2,1
L003261,0,1,1,0,0,1,1,0,0.00556,0.09301,0.00022,2,2,1
L003262,1,0,0,0,1,0,0,0,0.12083,0.0,0.00907,1,1,1
L003263,0,0,0,0,0,0,1,0,0.0026,0.01158,0.00139,0,1,0
L003264,0,0,0,0,0,0,0,0,0.00188,0.0,0.00544,0,0,0
L003265,0,0,0,0,0,0,1,0,0.00074,0.02108,0.00556,0,1,0
L003266,0,0,0,0,1,0,1,1,0.04059,0.02292,0.03399,0,3,0
L003267,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003268,0,0,0,0,0,0,0,0,0.0,0.00054,0.0043,0,0,0
L003269,0,0,0,0,0,0,0,0,0.00225,0.0,0.0,0,0,0
L003270,0,0,0,0,0,0,0,1,0.0,0.00146,0.03522,0,1,0
L003271,0,0,1,0,0,0,1,0,0.00176,0.05823,0.0,1,1,1
L003272,0,0,0,0,0,0,0,0,0.00117,0.0,0.0,0,0,0
L003273,0,1,1,1,0,1,1,1,0.0,0.28627,0.72067,3,3,1
L003274,0,0,0,0,0,0,0,0,0.0,0.00095,0.00348,0,0,0
L003275,0,0,0,0,0,0,0,0,0.00582,0.00358,0.0,0,0,0
L003276,0,0,1,0,1,0,1,1,0.0178,0.05104,0.03888,1,3,1
L003277,0,0,0,0,0,0,1,1,0.0,0.04555,0.08142,0,2,0
L003278,0,0,0,0,0,0,1,1,0.0,0.03279,0.01944,0,2,0
L003279,0,0,0,0,0,0,1,0,0.00442,0.02383,0.0,0,1,0
L003280,0,0,0,0,0,0,1,0,0.0,0.01588,0.00301,0,1,0
L003281,0,0,0,0,0,0,1,0,0.00669,0.04669,0.0083,0,1,0
L003282,0,0,0,0,0,0,0,0,0.00142,0.0,0.00306,0,0,0
L003283,0,0,0,0,0,0,0,1,0.0,0.0,0.01679,0,1,0
L003284,0,0,0,0,0,0,0,0,0.00239,0.00014,0.0,0,0,0
L003285,0,0,0,0,1,0,0,0,0.08978,0.0,0.0,0,1,0
L003286,0,1,0,0,1,1,0,1,0.02162,0.00068,0.02026,1,3,1
L003287,0,0,0,0,0,0,0,1,0.0,0.0,0.03582,0,1,0
L003288,0,0,0,0,0,0,0,0,0.0055,0.0,0.00333,0,0,0
L003289,0,0,0,0,0,0,1,0,0.0002,0.00518,0.0,0,1,0
L003290,0,1,1,0,0,1,1,0,0.0,0.20798,0.0,2,2,1
L003291,0,0,0,0,0,0,1,0,0.0,0.04839,0.00062,0,1,0
L003292,0,1,0,0,0,1,1,1,0.0,0.04529,0.05795,1,3,1
L003293,0,1,1,1,0,1,1,1,0.0,0.20916,0.67534,3,3,1
L003294,0,0,0,0,0,0,0,1,0.0,0.00019,0.02483,0,1,0
L003295,0,0,0,0,0,0,0,0,0.0024,0.0,0.00471,0,0,0
L003296,0,0,0,0,0,0,0,0,0.0,0.00148,0.00732,0,0,0
L003297,0,1,0,0,1,1,1,0,0.01256,0.0169,0.0,1,3,1
L003298,0,0,0,0,0,0,0,0,0.0,0.00061,0.00653,0,0,0
L003299,0,0,0,0,0,0,0,0,0.00423,0.00041,0.00422,0,0,0
L003300,0,1,0,0,1,1,1,0,0.02491,0.03131,0.00077,1,3,1
L003301,0,0,1,0,0,0,1,0,1e-05,0.06516,0.00162,1,1,1
L003302,0,0,0,0,0,0,0,0,0.00193,0.00285,0.0,0,0,0
L003303,0,0,0,0,0,0,0,0,0.00402,0.00081,0.00366,0,0,0
L003304,0,0,0,0,0,0,1,1,0.0,0.04349,0.0819,0,2,0
L003305,0,0,0,0,0,0,1,0,0.00895,0.02288,0.00092,0,1,0
L003306,0,0,0,0,1,0,1,1,0.04663,0.04798,0.03724,0,3,0
L003307,1,0,0,1,1,0,1,1,0.11697,0.02273,0.2004,2,3,1
L003308,0,0,0,0,1,0,0,0,0.01394,0.00389,0.0,0,1,0
L003309,0,0,0,0,1,0,1,1,0.01302,0.02052,0.02222,0,3,0
L003310,0,1,0,0,0,1,0,0,0.00216,0.00153,0.0,1,1,1
L003311,0,0,0,0,1,0,1,1,0.01559,0.03091,0.04207,0,3,0
L003312,0,0,1,0,1,0,1,1,0.02253,0.06123,0.03625,1,3,1
L003313,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003314,0,0,0,0,0,0,1,1,0.00033,0.00616,0.01951,0,2,0
L003315,0,0,0,0,0,0,0,0,0.0,0.00076,0.0,0,0,0
L003316,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003317,0,0,0,0,1,0,0,1,0.03336,0.0,0.04423,0,2,0
L003318,0,0,0,0,0,0,1,0,0.0,0.02516,0.0,0,1,0
L003319,0,0,0,0,1,0,1,1,0.02338,0.02688,0.04314,0,3,0
L003320,0,0,0,1,0,0,0,1,0.00322,0.0,0.23632,1,1,1
L003321,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003322,0,0,0,0,0,0,0,0,0.00475,0.00481,0.0,0,0,0
L003323,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003324,0,0,0,0,1,0,1,1,0.02035,0.00958,0.06285,0,3,0
L003325,0,1,1,0,1,1,1,1,0.03709,0.06131,0.09335,2,4,1
L003326,0,1,0,0,0,1,0,1,0.00137,0.0,0.04263,1,2,1
L003327,0,0,0,0,0,0,0,0,0.00299,0.00389,0.00278,0,0,0
L003328,0,0,0,0,0,0,0,0,0.00988,0.0,0.00355,0,0,0
L003329,0,0,0,0,0,0,0,0,0.0,0.00403,0.0,0,0,0
L003330,0,0,0,0,1,0,0,1,0.01872,0.0,0.0273,0,2,0
L003331,0,0,0,0,0,0,0,0,0.0,0.00464,0.00055,0,0,0
L003332,0,0,0,0,0,0,0,0,0.00699,0.00083,0.00335,0,0,0
L003333,0,0,0,0,1,0,0,1,0.01298,0.0011,0.01843,0,2,0
L003334,0,0,0,1,1,0,1,1,0.02666,0.01568,0.26702,1,3,1
L003335,0,0,0,0,0,0,0,0,0.0,2e-05,0.0,0,0,0
L003336,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003337,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003338,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003339,0,0,0,0,0,0,1,0,0.0022,0.01995,0.00109,0,1,0
L003340,0,0,0,0,0,0,0,0,0.0,0.00357,0.00072,0,0,0
L003341,0,0,1,0,0,0,1,1,0.00842,0.05136,0.04842,1,2,1
L003342,0,0,0,0,0,0,0,0,0.0,0.00074,0.00027,0,0,0
L003343,0,0,1,0,0,0,1,1,0.00025,0.05571,0.07485,1,2,1
L003344,0,0,0,0,1,0,1,1,0.02947,0.0375,0.02377,0,3,0
L003345,0,0,0,0,1,0,0,0,0.02681,0.0,0.0,0,1,0
L003346,0,0,1,1,0,0,1,1,0.0,0.05771,0.14119,2,2,1
L003347,0,0,0,0,0,0,0,0,0.00276,0.0,0.0,0,0,0
L003348,0,0,0,0,0,0,0,0,0.0,0.0,0.00066,0,0,0
L003349,0,0,0,0,0,0,0,0,0.00747,0.0,0.0,0,0,0
L003350,0,0,0,1,0,0,1,1,0.00084,0.0347,0.19038,1,2,1
L003351,0,0,0,0,0,0,1,1,0.0,0.01149,0.01573,0,2,0
L003352,0,0,0,0,0,0,0,0,0.00375,0.00205,0.00742,0,0,0
L003353,0,0,0,0,0,0,0,0,0.0,0.00449,0.0,0,0,0
L003354,0,0,0,0,0,0,0,0,0.00205,0.00195,0.00126,0,0,0
L003355,0,1,0,0,0,1,1,1,0.00618,0.0152,0.04331,1,3,1
L003356,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003357,0,0,0,0,0,0,0,0,0.0,0.00293,0.0,0,0,0
L003358,0,0,1,0,0,0,1,0,0.0,0.05085,0.0,1,1,1
L003359,0,0,1,1,0,0,1,1,0.0,0.12936,0.43294,2,2,1
L003360,0,0,0,0,0,0,0,0,0.0,0.00026,0.00087,0,0,0
L003361,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003362,0,0,0,0,0,0,0,0,0.00252,9e-05,0.0,0,0,0
L003363,0,0,0,0,0,0,0,1,0.00309,0.0,0.02909,0,1,0
L003364,0,0,0,0,1,0,0,1,0.011,0.00346,0.01458,0,2,0
L003365,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003366,0,0,0,0,0,0,0,0,0.00799,0.0,0.00078,0,0,0
L003367,0,0,0,0,0,0,1,1,0.0,0.03532,0.01368,0,2,0
L003368,0,0,0,0,1,0,0,0,0.02295,0.0,0.00292,0,1,0
L003369,0,0,0,0,0,0,0,0,0.00666,0.0,0.0,0,0,0
L003370,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003371,0,0,0,0,0,0,0,0,0.00082,0.0,0.00353,0,0,0
L003372,0,0,0,0,0,0,1,0,0.00509,0.04643,0.00211,0,1,0
L003373,1,0,0,1,1,0,0,1,0.12101,0.00462,0.23645,2,2,1
L003374,0,0,0,0,0,0,1,0,0.0,0.00774,0.00387,0,1,0
L003375,0,0,0,0,0,0,0,0,0.0,0.00297,0.00285,0,0,0
L003376,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003377,0,1,0,0,1,1,1,1,0.01008,0.01193,0.07037,1,4,1
L003378,0,1,0,0,1,1,1,1,0.0145,0.04046,0.0366,1,4,1
L003379,0,0,0,0,1,0,0,1,0.01506,0.0,0.04626,0,2,0
L003380,0,0,1,0,1,0,1,0,0.07706,0.06969,0.00058,1,2,1
L003381,0,0,0,0,0,0,0,0,0.00376,0.00394,0.00472,0,0,0
L003382,0,0,0,0,1,0,0,1,0.02342,0.00014,0.09154,0,2,0
L003383,0,0,0,0,0,0,0,0,0.0,0.00073,0.0,0,0,0
L003384,0,0,0,0,0,0,1,1,0.0,0.03933,0.03301,0,2,0
L003385,0,0,0,0,1,0,0,1,0.01482,0.0,0.0256,0,2,0
L003386,0,0,0,0,1,0,0,0,0.01346,0.0,0.0017,0,1,0
L003387,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003388,0,0,0,0,1,0,1,0,0.0635,0.02909,0.0,0,2,0
L003389,0,0,0,0,1,0,0,1,0.01893,0.00045,0.01659,0,2,0
L003390,0,0,0,0,0,0,0,0,0.0,0.00433,0.00561,0,0,0
L003391,0,0,0,0,0,0,0,0,0.00202,0.00058,0.0,0,0,0
L003392,0,1,0,0,0,1,0,0,0.00326,0.00053,0.0,1,1,1
L003393,0,0,0,0,0,0,0,0,0.0,0.00163,0.00701,0,0,0
L003394,0,0,0,0,0,0,0,0,0.00614,0.0,0.00178,0,0,0
L003395,0,0,0,0,0,0,0,0,0.0,0.00051,0.0019,0,0,0
L003396,0,0,0,0,0,0,0,0,0.0,0.00194,0.00448,0,0,0
L003397,0,0,1,0,1,0,1,1,0.01571,0.09973,0.0529,1,3,1
L003398,0,0,0,0,1,0,0,0,0.0268,5e-05,0.0,0,1,0
L003399,0,0,0,0,1,0,1,1,0.05168,0.01996,0.01368,0,3,0
L003400,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003401,0,0,0,0,0,0,0,0,0.0,0.0,0.00135,0,0,0
L003402,0,0,0,0,0,0,0,0,0.00462,0.0,0.0,0,0,0
L003403,0,0,0,0,0,0,0,0,0.0,0.00204,0.00678,0,0,0
L003404,0,0,0,0,0,0,0,0,0.00306,0.00129,0.0,0,0,0
L003405,0,0,0,0,0,0,0,0,0.0,0.00027,0.00052,0,0,0
L003406,0,0,0,0,0,0,0,0,0.0,0.0,0.00125,0,0,0
L003407,0,0,0,0,0,0,0,0,0.00707,0.0,0.00585,0,0,0
L003408,0,0,0,0,0,0,0,0,0.0,0.00179,0.0,0,0,0
L003409,0,0,0,0,0,0,0,0,0.0,0.0037,0.0,0,0,0
L003410,0,0,0,0,1,0,0,0,0.02972,0.00036,0.00497,0,1,0
L003411,0,0,0,0,0,0,0,0,0.0,0.00046,0.0,0,0,0
L003412,0,0,0,1,0,0,0,1,0.00219,0.00334,0.11523,1,1,1
L003413,0,0,0,0,0,0,0,0,0.0,0.0,0.00043,0,0,0
L003414,0,0,0,0,0,0,0,0,0.00117,0.00154,0.0,0,0,0
L003415,0,0,0,0,0,0,0,0,0.00526,0.0,0.00252,0,0,0
L003416,1,0,0,0,1,0,0,1,0.11356,0.0017,0.02027,1,2,1
L003417,0,0,0,0,0,0,0,0,0.0,0.00174,0.0,0,0,0
L003418,0,0,0,0,0,0,0,0,0.0,0.0042,0.00102,0,0,0
L003419,0,1,0,0,0,1,1,1,0.01,0.01998,0.03124,1,3,1
L003420,0,0,0,0,0,0,1,1,0.0,0.02748,0.01541,0,2,0
L003421,0,0,0,0,0,0,0,0,0.00258,0.0,0.0,0,0,0
L003422,0,0,0,0,1,0,1,1,0.06182,0.04789,0.02763,0,3,0
L003423,0,0,0,0,0,0,1,0,0.00236,0.0343,0.0,0,1,0
L003424,0,1,0,0,1,1,1,0,0.02582,0.01261,0.0,1,3,1
L003425,0,0,0,0,0,0,0,0,0.00203,0.00302,0.00429,0,0,0
L003426,0,1,1,1,1,1,1,1,0.01437,0.20999,0.4183,3,4,1
L003427,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1,1,1
L003428,0,0,0,0,0,0,0,1,0.00202,0.0,0.01284,0,1,0
L003429,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003430,0,0,1,0,0,0,1,0,0.00607,0.05691,0.0,1,1,1
L003431,0,0,0,0,0,0,0,0,0.0,0.00282,0.0,0,0,0
L003432,0,0,0,0,0,0,0,0,0.0,0.0023,0.00847,0,0,0
L003433,0,0,0,1,0,0,0,1,0.00346,0.00076,0.30567,1,1,1
L003434,0,0,0,0,0,0,0,0,0.0,0.0,0.00299,0,0,0
L003435,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1,1,1
L003436,0,0,0,0,0,0,0,0,0.0,0.00496,0.0,0,0,0
L003437,0,0,0,0,0,0,0,1,0.0,0.00179,0.02323,0,1,0
L003438,0,1,0,0,1,1,1,1,0.01277,0.01905,0.07032,1,4,1
L003439,0,1,0,0,0,1,1,0,0.00391,0.02913,0.0,1,2,1
L003440,0,0,0,0,0,0,1,1,0.00279,0.02539,0.04731,0,2,0
L003441,0,0,0,0,1,0,0,1,0.05252,0.00321,0.01137,0,2,0
L003442,0,1,0,0,0,1,1,1,0.0098,0.01623,0.01615,1,3,1
L003443,0,0,0,0,0,0,0,0,0.0,0.00138,0.0,0,0,0
L003444,0,1,1,0,0,1,1,0,0.00503,0.07472,0.0,2,2,1
L003445,0,0,0,0,0,0,0,0,0.0,0.0,0.0051,0,0,0
L003446,0,0,0,0,0,0,1,0,0.0,0.04856,0.0,0,1,0
L003447,0,0,0,0,0,0,0,0,0.00165,0.00166,0.00342,0,0,0
L003448,0,0,0,0,0,0,1,1,0.0,0.00607,0.02671,0,2,0
L003449,0,0,0,0,0,0,1,0,0.00313,0.03819,0.00799,0,1,0
L003450,0,0,0,1,0,0,0,1,0.0044,0.00161,0.27407,1,1,1
L003451,0,1,0,0,0,1,0,1,0.00108,0.00363,0.0383,1,2,1
L003452,0,1,0,0,1,1,1,1,0.02602,0.01247,0.03686,1,4,1
L003453,0,0,0,0,0,0,0,0,0.0,0.00089,0.00974,0,0,0
L003454,0,0,0,0,1,0,1,0,0.0952,0.01068,0.0,0,2,0
L003455,0,0,0,0,0,0,0,0,0.0,0.0,0.00119,0,0,0
L003456,0,0,0,0,0,0,0,0,0.00114,0.00111,0.00376,0,0,0
L003457,1,0,1,1,1,0,1,1,0.15325,0.2304,0.29044,3,3,1
L003458,0,0,0,0,0,0,1,1,0.0,0.04606,0.01373,0,2,0
L003459,0,0,0,0,0,0,0,0,0.0,0.00024,0.0,0,0,0
L003460,0,0,0,0,0,0,0,0,0.0,2e-05,0.00633,0,0,0
L003461,0,0,0,0,0,0,0,0,0.00069,0.00166,0.0,0,0,0
L003462,0,0,0,0,1,0,0,0,0.04574,0.0032,0.0047,0,1,0
L003463,0,0,0,0,1,0,0,1,0.04127,0.0,0.03908,0,2,0
L003464,0,0,0,0,0,0,0,0,0.0,0.0,0.00355,0,0,0
L003465,0,0,1,0,0,0,1,0,0.0,0.06853,0.0,1,1,1
L003466,0,1,1,1,0,1,1,1,0.00903,0.18392,0.21514,3,3,1
L003467,0,0,0,0,0,0,0,1,0.00272,0.0,0.04174,0,1,0
L003468,0,0,1,0,1,0,1,1,0.02686,0.14633,0.01796,1,3,1
L003469,0,0,0,0,1,0,1,0,0.01543,0.01689,0.0,0,2,0
L003470,0,0,0,1,1,0,0,1,0.0113,0.00287,0.24742,1,2,1
L003471,0,0,0,1,1,0,1,1,0.07424,0.01147,0.26464,1,3,1
L003472,0,0,0,0,0,0,0,0,0.0004,0.0,0.0,0,0,0
L003473,0,1,0,0,1,1,1,1,0.02281,0.02146,0.01511,1,4,1
L003474,0,0,0,0,0,0,0,1,0.00408,0.00405,0.01047,0,1,0
L003475,0,0,0,1,0,0,0,1,0.0,0.00303,0.14482,1,1,1
L003476,0,0,0,0,0,0,0,0,0.00367,0.0,1e-05,0,0,0
L003477,0,0,0,0,0,0,0,0,0.0068,0.0,0.0,0,0,0
L003478,0,0,0,0,0,0,0,1,0.00316,0.0046,0.01909,0,1,0
L003479,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003480,0,0,0,0,0,0,0,0,0.00067,0.00231,0.00837,0,0,0
L003481,0,0,0,0,1,0,0,1,0.04055,0.0,0.07638,0,2,0
L003482,0,0,1,0,0,0,1,0,0.0,0.08238,0.00531,1,1,1
L003483,0,0,0,0,0,0,1,1,0.0,0.02105,0.08398,0,2,0
L003484,0,0,0,0,1,0,0,0,0.01174,0.0,0.0,0,1,0
L003485,0,0,0,0,0,0,1,0,0.0083,0.01127,0.0,0,1,0
L003486,0,0,0,0,0,0,0,0,0.00161,0.00079,0.00128,0,0,0
L003487,0,0,0,0,0,0,1,0,0.00318,0.02822,0.00703,0,1,0
L003488,0,0,0,1,1,0,0,1,0.03579,0.0031,0.13602,1,2,1
L003489,0,0,0,0,1,0,0,0,0.01763,0.00458,0.00975,0,1,0
L003490,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003491,0,0,1,0,1,0,1,1,0.03526,0.14122,0.01587,1,3,1
L003492,0,0,0,0,0,0,1,0,0.00313,0.03679,0.00169,0,1,0
L003493,0,0,1,0,0,0,1,0,0.0,0.08504,0.0,1,1,1
L003494,0,0,1,1,0,0,1,1,0.0,0.12694,0.56611,2,2,1
L003495,0,0,0,0,0,0,0,1,0.0,0.0,0.04327,0,1,0
L003496,0,0,0,1,0,0,0,1,0.0032,0.0,0.11297,1,1,1
L003497,0,0,0,0,0,0,0,0,0.0,0.0,0.00289,0,0,0
L003498,0,0,0,0,0,0,0,0,0.0,0.0,0.00647,0,0,0
L003499,0,0,0,0,0,0,0,0,0.0056,0.0,0.00076,0,0,0
L003500,0,0,0,1,0,0,0,1,0.0,0.00227,0.11833,1,1,1
L003501,0,0,0,0,0,0,0,0,0.00727,0.00014,0.0,0,0,0
L003502,0,0,1,0,0,0,1,1,0.0,0.07185,0.02837,1,2,1
L003503,0,0,0,0,0,0,1,0,0.00471,0.02182,0.00026,0,1,0
L003504,0,0,0,0,0,0,0,0,0.00076,0.0,0.0,0,0,0
L003505,0,0,0,0,0,0,0,0,0.0,0.00203,0.00226,0,0,0
L003506,0,0,0,0,0,0,0,0,0.00149,0.0,0.0,0,0,0
L003507,0,0,0,0,0,0,0,0,0.00085,0.00338,0.00485,0,0,0
L003508,0,0,1,0,0,0,1,0,0.00084,0.05508,0.0,1,1,1
L003509,0,0,1,1,0,0,1,1,0.00393,0.10983,0.21564,2,2,1
L003510,0,0,1,0,1,0,1,1,0.02144,0.0607,0.03752,1,3,1
L003511,0,0,0,0,0,0,1,0,0.0,0.01244,0.0,0,1,0
L003512,0,0,0,0,0,0,0,0,0.00345,0.00012,0.00025,0,0,0
L003513,0,0,0,0,1,0,0,0,0.01189,0.0,0.0002,0,1,0
L003514,0,0,1,0,0,0,1,0,0.0033,0.05868,0.00501,1,1,1
L003515,0,0,0,0,1,0,1,1,0.03164,0.02616,0.0103,0,3,0
L003516,0,0,0,0,0,0,1,0,0.0,0.0054,0.0,0,1,0
L003517,0,0,0,0,0,0,0,0,0.0018,0.00245,0.00411,0,0,0
L003518,0,0,0,0,0,0,1,0,0.00064,0.03979,0.00249,0,1,0
L003519,0,0,0,0,0,0,0,0,0.0,0.00078,0.0,0,0,0
L003520,0,0,0,0,0,0,0,0,0.0,0.0,0.00071,0,0,0
L003521,0,0,0,0,0,0,0,1,0.0,0.00406,0.07992,0,1,0
L003522,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003523,0,0,0,0,1,0,1,1,0.01444,0.01005,0.03115,0,3,0
L003524,0,0,0,0,0,0,0,0,0.00049,0.0,0.0,0,0,0
L003525,0,0,0,0,0,0,0,0,0.00154,0.00038,0.0,0,0,0
L003526,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1,1,1
L003527,0,1,0,0,0,1,1,1,0.00887,0.04036,0.04203,1,3,1
L003528,0,0,0,1,0,0,0,1,0.00375,0.0,0.30315,1,1,1
L003529,0,0,0,0,0,0,0,0,0.0,0.00278,0.00592,0,0,0
L003530,0,0,1,1,0,0,1,1,0.00234,0.15811,0.63085,2,2,1
L003531,0,0,0,1,1,0,1,1,0.03024,0.01928,0.10686,1,3,1
L003532,0,0,0,0,0,0,1,1,0.00236,0.01751,0.03107,0,2,0
L003533,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003534,0,0,0,0,0,0,0,0,0.0,0.00144,0.0019,0,0,0
L003535,0,0,0,0,0,0,1,0,0.00361,0.01998,0.00154,0,1,0
L003536,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L003537,0,0,0,0,0,0,1,1,0.0033,0.02469,0.07485,0,2,0
L003538,0,0,0,0,0,0,0,0,2e-05,0.00112,0.00431,0,0,0
L003539,0,0,0,0,0,0,0,0,0.0,0.00068,0.0,0,0,0
L003540,0,0,1,1,0,0,1,1,0.00064,0.12193,0.28861,2,2,1
L003541,0,0,0,0,1,0,1,0,0.02551,0.02187,0.00464,0,2,0
L003542,0,0,0,0,1,0,1,1,0.07225,0.03093,0.09697,0,3,0
L003543,0,0,0,0,0,0,0,1,0.00409,0.00461,0.04829,0,1,0
L003544,0,1,0,0,0,1,0,0,0.00639,0.0047,0.0029,1,1,1
L003545,0,0,0,0,1,0,0,0,0.0293,6e-05,0.00876,0,1,0
L003546,0,0,0,0,0,0,0,0,0.0,0.00286,0.00517,0,0,0
L003547,0,1,0,0,1,1,0,0,0.03055,0.00208,0.00066,1,2,1
L003548,0,0,0,0,1,0,0,1,0.02694,0.0024,0.04174,0,2,0
L003549,0,0,0,0,0,0,0,0,0.00465,0.00456,0.00524,0,0,0
L003550,0,0,0,0,1,0,0,0,0.07575,0.0,0.0,0,1,0
L003551,0,0,0,0,1,0,1,1,0.02445,0.00652,0.02001,0,3,0
L003552,0,0,0,0,0,0,0,0,0.0,0.00298,0.0,0,0,0
L003553,0,1,0,0,0,1,0,0,0.00312,0.0,0.00441,1,1,1
L003554,0,0,0,0,0,0,0,0,0.0,0.00144,0.0,0,0,0
L003555,0,0,0,0,0,0,0,0,0.00195,0.0,0.00059,0,0,0
L003556,0,0,0,0,0,0,0,0,0.0014,0.00225,0.00416,0,0,0
L003557,0,0,0,0,0,0,0,1,0.00038,0.0,0.06991,0,1,0
L003558,0,0,0,0,0,0,0,0,0.00093,0.0,4e-05,0,0,0
L003559,1,1,0,1,1,1,1,1,0.10591,0.02664,0.13113,3,4,1
L003560,0,0,0,0,0,0,0,0,0.0,0.00051,0.00216,0,0,0
L003561,0,1,0,0,1,1,0,1,0.09283,0.0,0.05403,1,3,1
L003562,0,0,0,0,0,0,0,0,0.0,0.00178,0.0,0,0,0
L003563,0,0,0,0,1,0,0,0,0.02958,0.00123,0.00328,0,1,0
L003564,0,0,0,0,0,0,0,1,0.00148,0.00236,0.01564,0,1,0
L003565,0,0,0,0,0,0,1,0,0.00976,0.0228,0.00029,0,1,0
L003566,0,0,0,0,0,0,0,0,0.00244,0.00156,0.0056,0,0,0
